YEAR,REGION,STATEFIP,COUNTY,METRO,ASECWT,AGE,SEX,RACE,OCC,UHRSWORK1,EDUC,SCHLCOLL,INCWAGE,OFFTOTVAL,POVERTY
2024,21,39,0,3,3752.3,65,2,100,0,999,73,0,0,86866,23
2024,31,13,0,3,4555.08,46,2,100,4110,35,73,5,28000,416675,23
2024,22,19,19113,4,1322.4,45,1,100,20,40,81,5,57000,118010,23
2024,42,15,0,1,1169.11,54,1,100,6050,40,71,5,0,20000,22
2024,11,44,0,3,691.54,19,2,100,0,999,81,3,0,61282,23
2024,31,54,0,4,440.35,44,1,100,6850,40,73,5,107000,152717,23
2024,41,8,0,2,3696.5,45,2,300,0,999,111,5,0,50,10
2024,42,6,6059,3,4252.57,61,2,100,0,999,10,0,0,135199,23
2024,41,56,0,1,322.19,80,1,100,7640,997,73,0,0,67003,23
2024,11,23,0,3,1470.91,59,2,100,4200,40,73,0,48000,130801,23
2024,41,32,0,2,1959.27,75,2,100,0,999,91,0,0,28876,23
2024,12,34,34031,3,4478.36,78,1,100,0,999,81,0,0,37444,23
2024,33,40,0,2,3440.09,54,1,100,0,999,73,5,0,69429,23
2024,42,6,6037,3,4449.06,59,1,100,0,999,91,0,0,14196,10
2024,12,36,36081,2,4158.46,40,2,200,5860,40,111,5,35000,68216,23
2024,32,47,0,2,2588.38,14,2,200,0,999,1,0,99999999,44801,23
2024,31,13,0,1,2302.2,17,1,100,0,999,71,1,0,182131,23
2024,32,1,0,1,2155.07,63,1,100,7330,40,91,0,91000,115000,23
2024,12,36,36081,2,2894.94,57,1,100,7810,40,92,0,52000,89000,23
2024,41,56,0,1,398.24,60,1,100,0,999,92,0,0,33750,23
2024,32,1,0,3,1422.45,51,1,100,3090,40,125,5,280000,373546,23
2024,33,40,0,3,1551.79,32,2,100,2300,40,123,5,16000,33968,21
2024,31,13,0,3,3160.67,59,1,200,0,999,91,0,0,22810,22
2024,31,54,0,4,571.94,3,2,100,0,999,1,0,99999999,48947,21
2024,31,12,0,3,2949.32,23,2,100,4110,30,81,5,16000,283410,23
2024,11,9,9001,2,1243.51,75,2,100,0,999,73,0,0,92148,23
2024,33,5,0,1,1136.3,78,2,100,0,999,30,0,0,146936,23
2024,31,10,10003,4,666.21,69,1,100,0,999,81,0,0,84880,23
2024,33,48,48181,4,6435.93,0,1,802,0,999,1,0,99999999,13500,10
2024,33,48,0,2,2608.95,4,2,100,0,999,1,0,99999999,46160,22
2024,33,48,0,3,2111.63,35,2,100,630,40,111,3,32000,86200,23
2024,33,48,0,2,4631.03,57,1,100,7340,40,73,0,120000,285250,23
2024,12,36,36047,2,3682.42,13,2,100,0,999,1,0,99999999,0,10
2024,42,6,6019,2,2392.45,39,1,804,3870,40,111,5,110000,204900,23
2024,32,21,0,1,4065.98,57,1,100,7330,50,92,0,91000,191000,23
2024,41,8,0,1,5418.0,85,2,100,0,999,73,0,0,13115,10
2024,32,47,0,1,1589.52,0,1,100,0,999,1,0,99999999,348830,23
2024,22,31,31055,2,1187.89,16,2,200,0,999,40,1,0,42000,21
2024,42,6,6059,3,3532.37,76,2,100,0,999,73,0,0,132976,23
2024,21,39,0,1,1871.27,7,1,100,0,999,1,0,99999999,146000,23
2024,31,45,45091,4,2634.93,69,2,100,0,999,73,0,0,84356,23
2024,11,33,33011,2,573.15,62,2,100,7700,40,73,0,45000,119200,23
2024,21,17,0,4,3478.22,16,2,801,0,999,40,1,0,92863,23
2024,31,11,11001,2,583.62,22,2,200,4055,997,81,3,18000,805720,23
2024,33,22,22063,3,1612.66,47,2,100,2006,60,123,5,140000,420015,23
2024,41,32,32003,3,2503.25,58,2,651,7800,24,92,0,23000,43000,23
2024,42,6,0,3,1927.7,9,2,100,0,999,1,0,99999999,177300,23
2024,11,9,9001,3,1473.5,54,2,100,2330,60,123,5,121000,341876,23
2024,31,12,0,2,4308.64,72,1,100,0,999,92,0,0,43156,23
2024,42,6,6083,2,2312.99,47,2,651,4220,40,73,5,37000,73026,23
2024,33,48,0,2,5460.46,22,1,100,4500,63,73,5,0,39442,23
2024,42,53,0,2,3104.29,15,1,100,0,999,30,0,0,53976,22
2024,31,12,12101,3,2351.25,37,2,100,3255,36,111,5,75000,94000,23
2024,41,4,4013,2,1855.4,47,2,100,0,999,60,5,0,68011,23
2024,22,29,0,3,2214.52,34,2,100,5240,40,92,5,52000,259720,23
2024,31,12,12105,3,4063.08,66,2,100,0,999,91,0,0,100440,23
2024,32,28,0,1,1819.22,62,1,100,0,999,81,0,0,77230,23
2024,31,11,11001,2,235.53,29,2,100,726,40,123,5,68000,71320,23
2024,42,2,0,2,599.61,65,2,100,5400,40,73,0,45000,128050,23
2024,22,29,0,1,3465.67,60,1,100,6230,70,73,0,0,60030,23
2024,42,6,0,3,4076.5,38,2,100,4030,40,81,5,12482,253103,23
2024,42,6,0,1,2737.95,85,2,802,0,999,73,0,0,67942,23
2024,32,47,0,1,2642.29,30,1,100,4020,14,73,5,31320,40499,23
2024,22,27,27123,3,3718.95,9,1,200,0,999,1,0,99999999,41101,22
2024,21,55,0,3,4057.71,62,2,100,5400,10,111,0,8000,77028,23
2024,21,18,18081,3,3193.8,49,1,100,5510,35,81,5,0,103401,23
2024,31,37,37119,2,2158.66,38,2,100,845,40,111,5,350000,543024,23
2024,42,6,6067,3,2403.28,8,1,100,0,999,1,0,99999999,28361,10
2024,32,28,0,2,2949.44,11,2,100,0,999,1,0,99999999,89440,23
2024,33,48,0,3,3020.29,20,2,100,2350,20,81,3,8000,58200,23
2024,31,13,0,3,2855.35,14,2,100,0,999,1,0,99999999,28200,21
2024,33,48,0,3,2624.96,38,1,100,3010,40,125,5,250000,316450,23
2024,31,13,0,1,3454.09,6,2,100,0,999,1,0,99999999,93122,23
2024,42,53,0,2,1890.21,44,1,100,7210,40,92,5,72000,193362,23
2024,31,37,37119,2,3417.52,3,2,200,0,999,1,0,99999999,162300,23
2024,31,51,51087,3,3660.65,55,1,200,5510,45,81,0,114000,114235,23
2024,31,24,0,3,1929.97,67,1,200,0,999,81,0,0,134448,23
2024,12,36,0,1,5528.2,35,1,100,3330,40,92,5,78000,82000,23
2024,42,6,0,3,3792.29,63,1,100,1021,40,111,0,157000,319390,23
2024,22,19,0,2,3281.43,25,2,100,9640,20,91,5,18000,153251,23
2024,22,46,0,1,582.7,58,2,100,5120,40,73,0,45000,136468,23
2024,32,21,0,1,2831.52,66,1,100,1400,40,92,0,52000,57564,23
2024,31,51,51087,3,3381.33,6,2,651,0,999,1,0,99999999,24000,10
2024,41,32,32003,3,1908.87,51,2,200,9150,40,73,5,22000,32000,23
2024,12,34,34027,3,3108.55,2,1,100,0,999,1,0,99999999,215041,23
2024,12,42,0,3,3591.93,68,2,100,0,999,73,0,0,48970,23
2024,33,48,0,2,2773.63,11,2,651,0,999,1,0,99999999,215001,23
2024,31,10,10003,4,322.98,71,2,200,0,999,50,0,0,38327,23
2024,32,1,1097,2,2049.69,69,2,100,0,999,123,0,0,54035,23
2024,12,36,0,1,3608.71,31,2,100,4760,9,73,5,7300,26800,10
2024,21,18,0,4,4342.51,54,1,100,0,999,60,5,0,25206,21
2024,22,19,0,2,996.65,58,2,100,5610,40,124,0,34000,54400,23
2024,41,35,0,1,762.99,31,1,100,7000,50,73,5,62000,137051,23
2024,21,39,0,2,6050.81,35,2,200,5400,40,60,5,35000,35000,21
2024,11,50,0,1,272.26,13,1,100,0,999,1,0,99999999,35005,22
2024,42,41,41029,4,1032.38,6,2,100,0,999,1,0,99999999,117146,23
2024,33,22,0,3,810.1,80,1,200,0,999,73,0,0,84884,23
2024,21,17,0,3,3568.75,66,2,100,5240,40,73,0,59000,59051,23
2024,22,46,0,1,410.29,11,1,100,0,999,1,0,99999999,282000,23
2024,21,39,0,2,4852.33,17,1,200,0,999,50,1,0,67814,23
2024,33,22,0,2,1179.0,47,1,100,6410,40,73,5,145000,194451,23
2024,31,54,0,4,683.3,80,2,100,0,999,91,0,0,68289,23
2024,31,54,0,1,697.37,85,1,100,4220,20,73,0,10000,12261,10
2024,42,6,6099,3,3155.36,7,1,100,0,999,1,0,99999999,295820,23
2024,31,12,12069,3,4943.65,38,2,100,4521,40,73,5,5000,93433,23
2024,22,29,0,2,3048.59,37,2,200,4020,35,60,5,28067,64955,23
2024,33,48,48215,3,2250.08,19,2,100,0,999,50,5,0,8000,10
2024,22,19,0,1,2283.8,12,2,100,0,999,1,0,99999999,112510,23
2024,31,37,0,1,2029.89,17,2,100,4220,8,60,1,0,80719,23
2024,31,12,12069,3,2823.54,14,2,100,0,999,1,0,99999999,68752,23
2024,11,44,0,2,1700.15,3,1,300,0,999,1,0,99999999,75006,23
2024,22,29,29189,3,3490.07,19,2,200,7360,28,81,5,0,149020,23
2024,33,48,48251,3,5319.43,36,2,100,2310,60,123,4,68000,388773,23
2024,42,53,0,1,2495.95,1,2,100,0,999,1,0,99999999,34626,23
2024,22,29,0,1,2540.75,8,1,100,0,999,1,0,99999999,180220,23
2024,22,29,0,4,2528.51,3,1,100,0,999,1,0,99999999,114612,23
2024,12,42,42003,3,4983.62,27,2,100,3255,4,124,3,8000,42221,23
2024,12,42,42017,3,5427.35,57,2,100,0,999,123,0,0,320163,23
2024,42,6,6001,3,2738.92,42,2,651,4720,60,81,5,20000,80000,23
2024,21,17,0,3,3388.42,85,1,200,0,999,73,0,0,47516,23
2024,21,55,0,1,1527.91,9,2,100,0,999,1,0,99999999,236857,23
2024,33,48,0,2,2292.2,13,2,100,0,999,1,0,99999999,105280,23
2024,33,5,0,1,1133.55,16,2,100,0,999,40,1,3000,206806,23
2024,41,8,8069,3,6107.14,27,2,100,5522,40,81,5,45000,111013,23
2024,33,48,0,4,2422.52,38,1,100,5510,997,81,5,15000,35000,10
2024,31,45,0,1,1998.57,6,2,100,0,999,1,0,99999999,34001,10
2024,21,39,0,3,3264.16,32,1,100,6230,35,73,5,55000,133532,23
2024,31,12,0,3,4137.21,69,1,100,0,999,123,0,0,246323,23
2024,22,31,0,4,1928.58,31,1,100,9645,35,73,5,28000,28040,23
2024,11,33,0,1,920.31,37,2,100,7720,40,73,5,42000,106818,23
2024,42,6,6073,3,5236.02,23,2,100,4760,30,111,5,37000,777490,23
2024,31,37,0,2,3769.25,13,2,200,0,999,1,0,99999999,78050,23
2024,11,25,25009,3,2787.74,37,2,100,3255,40,111,4,50000,177200,23
2024,42,2,0,3,360.57,38,1,100,5940,40,111,5,56000,126002,23
2024,42,6,6083,3,2098.32,34,1,100,0,999,73,5,0,10800,10
2024,42,6,0,3,2082.54,26,1,100,5320,25,111,5,14000,47000,22
2024,32,21,0,3,3763.89,69,2,100,0,999,125,0,0,36301,23
2024,33,22,22033,2,1612.36,65,1,200,420,50,111,0,65000,167000,23
2024,31,13,13135,3,3999.66,80,2,100,0,999,111,0,0,90579,23
2024,22,19,0,1,3814.41,21,1,200,0,999,73,5,0,5800,10
2024,42,15,15003,3,952.48,35,2,100,0,999,125,5,0,588146,23
2024,21,18,18141,2,2968.01,25,2,200,2545,40,73,5,49600,54107,23
2024,33,48,0,2,2602.29,38,1,651,700,40,73,5,45000,139021,23
2024,21,26,26099,3,2136.16,49,2,100,440,40,123,5,158000,169807,23
2024,32,1,1081,4,1579.3,20,2,100,4760,0,92,3,0,2,10
2024,21,17,0,3,3070.59,47,2,100,5360,40,92,5,45000,173978,23
2024,32,28,0,1,791.12,73,1,200,0,999,73,0,0,23475,23
2024,21,26,26163,3,2050.25,52,2,100,5740,40,81,5,65000,149118,23
2024,21,17,0,3,2470.38,31,2,100,0,999,81,5,0,158012,23
2024,31,12,12071,3,1941.54,5,1,100,0,999,1,0,99999999,106007,23
2024,33,5,0,3,1487.73,74,1,100,0,999,111,0,0,35295,23
2024,21,18,18141,2,2116.72,60,2,100,8650,45,73,0,65000,65001,23
2024,21,17,17097,3,2159.6,54,2,100,0,999,40,5,0,85602,23
2024,41,49,49053,4,2478.43,26,1,100,4840,40,81,4,25000,45810,23
2024,31,45,0,3,1442.6,37,1,100,6355,999,81,5,0,0,10
2024,32,1,1097,2,1929.25,52,2,100,3255,997,111,5,160000,161060,23
2024,11,44,0,3,1116.4,22,2,100,0,999,81,3,31852,255052,23
2024,41,35,35001,2,782.56,36,1,100,5860,999,73,5,54747,128258,23
2024,11,9,9001,3,2414.4,44,2,100,630,50,124,5,325000,1508999,23
2024,22,27,27171,3,1358.25,13,1,801,0,999,1,0,99999999,93380,23
2024,11,9,0,3,1661.89,33,1,651,1021,40,111,5,96000,96001,23
2024,31,45,0,3,1570.07,53,2,100,6200,50,111,5,89000,404687,23
2024,32,47,0,3,4076.34,46,1,100,120,50,111,5,100000,100010,23
2024,31,10,10003,4,558.86,57,2,200,3245,35,123,0,0,226079,23
2024,21,39,0,1,3255.46,67,2,100,0,999,73,0,0,73336,23
2024,33,22,22033,2,1569.75,16,2,200,5850,997,50,1,12000,32516,22
2024,31,12,12099,2,2974.61,60,2,200,3605,40,50,0,26000,48561,23
2024,42,6,0,3,2112.25,8,1,100,0,999,1,0,99999999,182628,23
2024,31,10,10005,4,446.37,56,2,100,3620,40,73,0,51073,132778,23
2024,42,15,15003,3,449.39,78,2,651,0,999,73,0,0,50828,23
2024,33,40,0,2,1393.36,55,1,100,8140,50,50,0,70000,119600,23
2024,22,29,0,1,3401.79,59,1,100,205,60,111,0,150000,268529,23
2024,11,50,0,1,392.98,67,1,100,1640,15,123,0,0,277499,23
2024,33,22,0,1,1483.76,39,1,200,0,999,91,5,36000,80000,23
2024,42,2,0,2,288.55,54,1,100,440,50,81,5,105000,365100,23
2024,41,16,0,4,895.34,79,2,100,0,999,81,0,0,22800,23
2024,42,41,41017,4,2351.43,60,2,100,120,30,81,0,46000,50924,23
2024,42,6,6111,2,2840.61,46,2,100,4710,14,111,5,15000,739926,23
2024,33,48,0,2,7216.15,47,1,100,8990,40,73,5,40000,108400,23
2024,21,55,0,3,3538.36,69,1,100,0,999,111,0,0,213204,23
2024,31,13,0,4,2396.96,52,1,200,4465,40,91,5,55000,75000,23
2024,21,39,39095,2,2741.43,19,2,100,0,999,81,3,0,1,10
2024,41,16,0,1,1096.66,64,1,100,6442,60,91,0,80000,146052,23
2024,31,12,12086,3,3477.89,34,2,200,5550,70,73,5,85000,88000,23
2024,31,12,12095,3,3303.35,51,2,200,0,999,111,5,0,404606,23
2024,42,6,6073,3,4395.28,67,2,651,0,999,111,0,0,52400,23
2024,42,6,6037,2,1672.47,37,2,100,4435,999,91,5,0,32502,21
2024,42,6,6037,3,2810.22,34,2,200,2710,40,111,5,110000,113447,23
2024,22,31,0,1,2706.96,57,1,300,6230,999,10,0,74000,118405,23
2024,12,34,34027,3,2301.22,33,1,100,440,40,111,5,125000,215041,23
2024,32,1,0,2,1191.55,70,1,200,0,999,73,0,0,3600,10
2024,12,42,42071,4,3900.93,43,2,100,5000,35,73,5,50000,117216,23
2024,33,22,0,2,1846.6,52,1,100,0,999,111,5,120000,195458,23
2024,31,54,0,4,476.28,2,1,100,0,999,1,0,99999999,200700,23
2024,42,6,0,3,2172.22,5,2,100,0,999,1,0,99999999,152016,23
2024,42,41,41029,4,1299.99,51,2,100,0,999,81,5,0,86200,23
2024,33,40,0,3,2483.79,45,1,100,140,40,123,5,140000,147507,23
2024,42,6,0,2,2040.84,62,1,100,4210,40,10,0,45000,240000,23
2024,33,48,0,2,2642.89,59,2,100,4760,25,111,0,55000,55226,23
2024,31,11,11001,2,422.27,19,1,200,4350,27,81,4,5000,35000,10
2024,31,54,0,4,504.75,5,2,100,0,999,1,0,99999999,165635,23
2024,12,34,34013,3,4971.36,56,1,100,6230,40,73,0,70000,81040,23
2024,41,56,0,1,171.72,78,1,100,205,30,111,0,0,93823,23
2024,22,27,0,3,2512.37,21,2,100,9645,40,73,5,30000,304000,23
2024,32,28,0,3,4327.35,25,1,200,4140,40,73,5,28560,161530,23
2024,22,27,0,2,4326.14,70,2,100,0,999,111,0,0,216631,23
2024,22,46,0,4,375.52,48,1,100,7210,40,81,5,57000,101365,23
2024,12,36,36085,2,4269.23,18,2,801,0,999,81,3,0,820022,23
2024,11,25,25021,3,4151.72,16,2,100,3500,15,81,3,20500,144145,23
2024,41,30,0,1,931.43,13,1,300,0,999,1,0,99999999,215540,23
2024,33,22,0,4,920.91,34,2,100,4030,40,81,5,15000,15000,10
2024,21,18,18063,3,2968.71,72,2,100,0,999,81,0,0,60791,23
2024,31,10,10003,4,386.77,37,2,100,845,40,123,5,81000,196040,23
2024,41,49,0,2,2388.15,22,1,100,2545,5,73,3,2000,8100,10
2024,33,22,0,3,1068.31,32,2,100,630,40,73,5,46000,138001,23
2024,41,32,32003,2,853.39,76,1,100,0,999,73,0,0,25918,22
2024,12,34,34023,3,4138.2,76,2,100,0,999,111,0,0,21317,22
2024,31,10,10001,4,1053.36,22,1,200,5240,997,81,1,31000,307464,23
2024,33,48,0,2,2469.8,38,2,100,5120,40,73,5,63000,195191,23
2024,33,48,0,3,3077.84,63,2,200,4020,32,73,0,26624,26624,10
2024,21,39,0,1,2483.56,34,1,100,4750,50,73,5,120000,141620,23
2024,42,6,6037,2,3243.65,40,1,651,520,40,111,5,100000,391457,23
2024,31,54,0,1,553.86,13,2,100,0,999,1,0,99999999,51310,23
2024,42,53,0,3,5000.28,41,2,300,2011,40,111,5,55000,148704,23
2024,42,6,0,2,2360.91,17,1,651,0,999,50,1,0,499637,23
2024,21,17,0,3,2544.86,5,2,100,0,999,1,0,99999999,213577,23
2024,33,48,0,2,1817.37,62,2,100,0,999,60,0,0,11208,10
2024,42,6,6037,3,5359.77,0,2,100,0,999,1,0,99999999,235150,23
2024,33,22,22033,2,1306.6,33,2,200,4700,42,60,5,57000,114001,23
2024,12,36,36085,2,6041.49,47,1,100,6260,40,81,5,35000,74977,23
2024,33,40,0,2,1166.48,3,2,100,0,999,1,0,99999999,106100,23
2024,33,48,0,3,2761.58,23,1,100,6410,40,60,5,25000,25000,21
2024,31,51,0,4,3485.07,59,2,200,5120,997,73,0,48888,48888,23
2024,22,20,0,1,1246.98,1,1,100,0,999,1,0,99999999,54301,23
2024,12,42,42007,3,2125.31,4,1,100,0,999,1,0,99999999,960365,23
2024,21,26,26125,3,4133.54,27,1,100,5400,11,81,3,6002,356045,23
2024,42,15,15003,2,963.66,37,2,652,4720,997,73,5,30000,31000,10
2024,42,6,0,2,3737.75,11,2,100,0,999,1,0,99999999,20000,10
2024,32,21,0,3,2178.83,49,1,100,6442,40,81,5,75000,245450,23
2024,11,25,25023,3,1466.06,76,2,100,800,40,111,0,21000,81110,23
2024,42,15,15003,2,448.76,67,2,651,0,999,111,0,0,369259,23
2024,11,23,0,3,1247.79,76,2,100,0,999,73,0,0,44341,23
2024,21,18,0,1,3635.82,59,1,100,650,40,111,0,118000,208004,23
2024,41,16,0,1,1016.24,55,1,100,0,999,73,0,0,10800,10
2024,22,20,0,1,1043.41,55,1,100,9620,40,73,0,58000,91400,23
2024,42,53,53033,2,2125.74,8,1,100,0,999,1,0,99999999,312225,23
2024,33,48,0,2,2734.92,5,2,100,0,999,1,0,99999999,137603,23
2024,31,11,11001,2,379.76,54,1,100,5940,40,111,5,88000,89250,23
2024,41,8,0,2,2424.18,31,2,100,4220,25,40,5,17000,90000,23
2024,21,17,0,2,5144.85,27,2,100,800,70,123,5,100000,104002,23
2024,41,30,0,1,575.71,55,2,100,1065,40,92,0,140000,140520,23
2024,31,10,10003,4,735.73,71,1,100,0,999,73,0,0,13200,10
2024,31,54,0,4,837.98,58,2,100,2205,40,125,0,115000,409625,23
2024,31,51,51710,2,6006.86,28,1,100,1021,40,111,5,26000,28040,23
2024,31,51,0,4,4472.77,77,2,100,0,999,73,0,0,37636,23
2024,31,12,12086,2,4311.95,8,1,100,0,999,1,0,99999999,56220,23
2024,42,2,0,3,393.43,67,2,651,0,999,111,0,0,23092,23
2024,42,15,0,1,863.68,33,1,100,6050,997,111,5,80000,83100,23
2024,41,56,0,1,416.33,58,2,100,205,60,111,0,13440,124652,23
2024,31,37,37067,3,5466.32,0,1,100,0,999,1,0,99999999,150100,23
2024,31,51,51087,3,4153.99,49,1,100,1050,60,125,5,90002,234502,23
2024,32,47,0,2,3210.68,25,2,100,0,999,73,5,0,0,10
2024,11,25,25017,3,2918.22,58,1,100,230,45,123,0,110000,404180,23
2024,42,6,6037,3,2335.91,16,1,100,0,999,40,1,0,315108,23
2024,12,42,0,2,3243.68,24,2,801,0,999,73,5,0,83076,23
2024,32,47,0,3,1813.28,9,1,100,0,999,1,0,99999999,204051,23
2024,12,36,36059,3,2590.27,46,1,100,5810,40,73,5,46000,66000,22
2024,41,8,0,2,3499.66,75,2,100,0,999,73,0,0,153420,23
2024,42,6,6037,3,4299.78,39,2,100,800,50,111,5,75000,76030,23
2024,41,16,0,3,939.72,71,2,100,0,999,73,0,0,52762,23
2024,21,55,0,2,3536.8,44,1,100,9130,40,73,5,48000,48000,23
2024,22,27,0,4,1439.54,14,2,100,0,999,1,0,99999999,198925,23
2024,33,5,0,3,786.67,43,1,100,1021,40,111,5,105000,170663,23
2024,42,6,6067,2,3145.74,22,2,801,3602,32,111,5,38000,39001,23
2024,32,47,0,1,1737.63,12,2,100,0,999,1,0,99999999,43400,10
2024,41,8,8069,3,5207.11,53,1,100,110,45,111,5,104000,187741,23
2024,11,44,0,3,810.31,65,2,100,0,999,91,0,0,0,10
2024,33,48,0,1,3452.85,3,2,100,0,999,1,0,99999999,169403,23
2024,42,6,6037,3,1659.11,46,1,651,0,999,111,3,0,176107,23
2024,31,10,10003,4,466.94,45,2,651,120,40,111,5,80000,161264,23
2024,22,29,0,1,3538.49,61,1,100,0,999,111,0,0,0,10
2024,11,9,9009,3,2543.92,55,2,200,0,999,71,0,0,44939,22
2024,33,48,48181,4,3982.89,33,1,100,0,999,40,1,0,103237,23
2024,33,22,0,2,846.26,74,2,200,0,999,111,0,0,16379,21
2024,31,45,0,2,2319.77,41,2,200,4710,999,73,5,50000,78207,23
2024,42,6,6019,2,4002.72,49,1,200,4220,24,111,5,40000,80411,23
2024,11,44,0,3,554.75,13,2,100,0,999,1,0,99999999,0,10
2024,42,6,6037,2,2551.79,17,2,100,0,999,71,1,0,46002,22
2024,32,28,0,3,914.62,64,1,200,0,999,111,0,0,76532,23
2024,33,48,48139,3,3399.81,10,1,100,0,999,1,0,99999999,58000,23
2024,12,42,42071,4,4249.2,73,2,100,0,999,111,0,0,18799,22
2024,42,53,0,3,2501.98,48,2,100,6050,20,73,5,0,416513,23
2024,33,22,0,2,1574.47,18,1,200,0,999,71,1,0,125850,23
2024,42,6,6037,2,2715.76,6,1,651,0,999,1,0,99999999,15680,10
2024,41,8,0,3,3765.64,0,2,651,0,999,1,0,99999999,80000,23
2024,42,6,0,2,3982.6,0,1,100,0,999,1,0,99999999,168000,23
2024,22,19,0,4,3333.56,30,2,100,420,40,111,5,65000,65010,23
2024,41,4,0,0,1502.65,62,1,100,6442,20,30,0,0,42795,23
2024,31,37,0,1,2573.59,34,2,100,9645,25,73,5,15000,53460,23
2024,41,49,0,3,989.46,73,2,100,4710,4,91,0,4500,67803,23
2024,41,16,0,2,911.16,19,2,100,3423,997,111,5,47000,51536,23
2024,33,22,0,1,882.83,9,2,100,0,999,1,0,99999999,0,10
2024,32,28,0,1,1247.08,2,1,100,0,999,1,0,99999999,59710,23
2024,31,54,0,1,816.12,50,1,100,5550,40,73,5,58000,58014,23
2024,41,32,32003,3,2384.99,33,1,100,1360,40,111,5,83000,85400,23
2024,21,39,39113,3,2556.1,14,2,100,0,999,1,0,99999999,117016,23
2024,12,34,34013,3,4017.15,13,2,100,0,999,1,0,99999999,48002,23
2024,33,48,0,4,2819.32,28,1,100,10,55,111,5,200000,231357,23
2024,33,48,0,2,1759.77,9,2,100,0,999,1,0,99999999,54360,21
2024,41,4,4013,2,2430.66,67,1,802,230,40,123,0,89000,130650,23
2024,42,2,0,3,270.5,12,2,300,0,999,1,0,99999999,164665,23
2024,21,18,0,2,3110.91,21,1,801,0,999,60,1,0,0,10
2024,42,53,0,3,2704.02,72,1,100,0,999,111,0,0,140392,23
2024,33,48,0,1,1876.14,15,1,100,0,999,50,0,0,135021,23
2024,12,36,36059,3,2448.46,30,1,100,6410,40,111,5,55000,55000,23
2024,41,8,8013,4,1849.66,54,1,100,2545,40,81,5,40500,40502,23
2024,11,9,9005,1,1296.56,19,2,100,4600,45,73,4,24000,24175,23
2024,22,29,0,1,1841.89,14,1,100,0,999,1,0,99999999,245648,23
2024,21,18,0,1,1650.16,68,1,100,520,35,10,0,7200,50201,23
2024,22,46,0,1,1445.34,11,2,100,0,999,1,0,99999999,94017,23
2024,21,26,26099,3,4391.25,61,2,100,3000,40,125,0,0,60011,23
2024,42,6,6037,2,2613.88,76,1,651,0,999,111,0,0,4582,10
2024,32,28,0,3,741.81,42,2,100,5740,40,111,5,60000,190666,23
2024,41,32,32003,3,1107.03,49,1,100,9640,40,73,5,50002,50002,23
2024,42,6,0,3,2213.86,40,2,100,5400,40,111,5,150000,800000,23
2024,32,1,0,3,1796.56,74,2,100,800,40,111,0,65000,137737,23
2024,31,13,0,2,5744.38,67,1,100,9645,999,73,0,75000,84300,23
2024,33,40,0,3,1178.34,17,2,100,4720,15,50,1,8000,103005,23
2024,42,6,0,1,3994.01,45,2,100,0,999,73,5,0,15992,21
2024,32,47,0,4,1693.27,41,2,100,2310,40,125,5,69000,69109,23
2024,32,28,0,2,1127.25,40,2,100,726,40,111,5,45000,61053,23
2024,31,54,0,1,490.14,10,2,100,0,999,1,0,99999999,75300,23
2024,21,18,0,3,2767.93,22,2,100,0,999,81,5,20000,105000,23
2024,21,39,0,1,3125.93,71,2,100,0,999,111,0,0,180211,23
2024,22,29,0,3,2871.68,50,1,100,220,45,125,5,86000,160600,23
2024,12,36,36091,3,3824.63,9,1,100,0,999,1,0,99999999,228000,23
2024,41,4,4013,3,4071.09,65,2,100,0,999,111,0,0,162013,23
2024,22,20,0,1,1945.93,72,2,100,0,999,111,0,0,53636,23
2024,22,38,0,1,473.56,48,1,100,220,40,91,5,6000,83605,23
2024,32,1,1081,4,1384.42,32,1,100,5000,40,73,5,250000,307102,23
2024,12,42,42101,2,4530.7,85,2,100,0,999,123,0,0,49980,23
2024,31,37,37119,3,2413.32,10,2,100,0,999,1,0,99999999,115087,23
2024,42,6,6037,3,1679.67,34,2,100,3422,38,73,5,72500,112700,23
2024,21,17,0,1,3910.04,66,2,100,0,999,92,0,0,33324,23
2024,12,42,42049,3,3297.05,32,1,100,7330,40,73,5,0,0,10
2024,22,46,0,1,555.01,16,2,100,0,999,50,1,0,250192,23
2024,33,48,0,3,5303.19,60,1,100,10,40,123,0,400000,410814,23
2024,22,31,31055,3,926.09,17,2,100,4055,17,50,1,6000,176640,23
2024,21,17,0,3,2097.3,51,2,100,4700,40,111,5,226000,302459,23
2024,12,42,0,3,4060.97,15,1,100,0,999,30,0,0,122710,23
2024,31,37,0,1,4342.59,40,1,100,6305,40,73,5,55000,179698,23
2024,33,5,0,2,939.4,16,1,100,4110,8,60,1,4000,114708,23
2024,31,54,0,4,760.07,69,2,100,0,999,73,0,0,24948,23
2024,42,6,6019,3,2406.18,51,2,100,6050,999,73,5,16000,69160,23
2024,22,27,27123,3,2133.4,2,1,100,0,999,1,0,99999999,91200,23
2024,12,34,34023,3,1814.94,51,2,651,0,999,123,5,0,199301,23
2024,12,36,0,4,4404.48,55,1,100,0,999,81,0,0,42001,23
2024,22,27,0,3,1917.84,41,1,100,10,50,111,5,0,132010,23
2024,11,9,0,3,1562.93,49,1,100,9005,40,111,5,45000,75000,23
2024,41,32,32003,3,1438.58,30,1,100,1007,40,81,5,130000,130891,23
2024,22,20,0,1,1221.59,13,2,100,0,999,1,0,99999999,146001,23
