YEAR,REGION,STATEFIP,COUNTY,METRO,ASECWT,AGE,SEX,RACE,OCC,UHRSWORK1,EDUC,SCHLCOLL,INCWAGE,OFFTOTVAL,POVERTY
2024,11,50,0,1,358.35,85,2,100,0,999,73,0,0,11436,10
2024,41,35,35001,2,715.18,43,1,100,6230,30,10,5,0,2000,10
2024,33,48,48309,3,5275.46,53,1,100,0,999,91,5,0,535163,23
2024,41,32,0,3,1291.2,18,1,100,0,999,60,1,0,25991,10
2024,21,39,39085,3,2902.01,39,1,100,7700,45,73,5,75000,96010,23
2024,11,25,25017,2,1195.67,43,2,100,845,40,92,5,45000,45000,22
2024,11,25,25009,3,2787.74,36,1,100,1021,40,111,5,240000,329411,23
2024,21,55,0,3,1479.44,50,1,100,4760,45,111,5,178000,379014,23
2024,42,6,6037,2,4274.11,42,2,100,0,999,73,5,35000,95000,23
2024,12,36,36103,3,6641.84,40,2,100,0,999,2,5,0,15155,10
2024,42,53,53033,2,2776.25,43,1,100,750,60,123,5,250000,312225,23
2024,12,42,42101,2,4490.16,17,1,200,0,999,73,3,0,56900,23
2024,12,36,36087,3,3315.86,42,1,100,4350,999,81,5,0,20400,10
2024,32,1,0,1,2667.85,36,1,100,6050,40,73,5,39000,39000,23
2024,32,1,0,1,1160.91,14,1,100,0,999,1,0,99999999,0,10
2024,11,9,0,2,4694.93,17,1,200,0,999,60,1,0,60501,23
2024,21,17,0,3,3070.59,49,1,100,1010,40,111,5,110000,173978,23
2024,12,42,0,3,2813.07,11,1,100,0,999,1,0,99999999,98000,23
2024,42,6,6059,3,2008.95,36,2,100,4621,14,111,5,0,97015,23
2024,12,42,42045,3,2830.77,46,1,100,850,70,123,5,700000,1114716,23
2024,31,13,0,3,4550.73,35,1,100,4020,38,60,5,24972,24972,21
2024,11,44,0,3,1110.3,17,2,100,0,999,60,1,0,23776,10
2024,11,25,25005,3,2337.4,80,2,100,0,999,111,0,0,101231,23
2024,22,29,0,1,4750.75,37,1,100,4055,40,73,5,36400,55888,23
2024,21,18,18089,4,2783.91,19,1,801,0,999,50,1,0,0,10
2024,11,23,0,1,1309.39,64,2,100,0,999,81,0,0,120011,23
2024,41,4,4021,3,4304.74,59,2,100,0,999,73,0,0,55002,23
2024,32,21,0,4,2613.71,46,2,100,3000,40,125,5,60000,189040,23
2024,21,17,0,3,2563.6,46,2,100,5240,50,81,5,50000,131560,23
2024,33,40,0,3,1836.18,14,2,100,0,999,1,0,99999999,72384,23
2024,31,45,0,3,1438.91,15,1,100,0,999,30,0,0,123420,23
2024,41,32,0,3,1488.93,11,1,100,0,999,1,0,99999999,7920,10
2024,12,36,36047,2,2485.42,62,2,200,0,999,73,0,0,29840,23
2024,21,26,26163,2,2218.15,77,1,200,0,999,73,0,0,40726,23
2024,12,34,34003,3,2164.42,38,1,100,6442,40,111,5,125000,221632,23
2024,41,16,0,3,1138.71,57,1,100,0,999,73,0,0,25640,22
2024,31,54,0,1,743.77,55,1,100,8620,40,81,0,56000,56000,23
2024,33,5,0,1,775.18,18,1,100,0,999,73,1,0,48007,23
2024,22,46,0,1,486.76,48,2,100,410,40,73,5,30000,30095,22
2024,33,5,0,4,826.59,13,1,200,0,999,1,0,99999999,16380,10
2024,41,49,0,0,2010.91,66,1,100,0,999,71,0,35000,222640,23
2024,12,42,42011,4,3778.11,62,1,100,8800,40,111,0,33000,110372,23
2024,42,6,6059,3,2617.01,72,1,100,0,999,81,0,0,25776,23
2024,33,22,22063,3,1753.38,30,1,100,4850,40,111,5,60000,129000,23
2024,31,11,11001,2,1153.93,40,1,200,0,999,123,5,0,199054,23
2024,31,10,10001,4,472.35,23,2,100,4110,20,73,5,15000,143304,23
2024,11,25,25027,3,2741.74,65,1,100,0,999,73,0,0,71982,23
2024,42,15,15003,3,338.81,59,1,100,0,999,92,0,0,45161,23
2024,32,28,0,3,801.43,52,2,651,0,999,81,5,0,54000,22
2024,12,42,0,3,4810.56,45,2,100,440,50,111,5,75000,77002,23
2024,12,42,42003,3,2406.97,57,2,200,440,50,111,0,0,511004,23
2024,42,15,15003,3,557.07,78,2,651,0,999,92,0,0,265855,23
2024,21,17,0,4,2439.82,48,1,100,52,40,73,5,181888,367938,23
2024,22,38,0,4,700.56,30,1,100,7210,43,91,4,69000,137650,23
2024,11,25,25025,2,3229.85,24,1,100,4010,35,111,5,24000,24007,23
2024,22,19,0,1,1457.82,9,2,100,0,999,1,0,99999999,129000,23
2024,31,13,0,3,1779.33,66,1,200,0,999,73,0,0,80088,23
2024,21,39,0,3,2717.64,60,1,802,0,999,81,0,0,84545,23
2024,31,45,0,1,1809.88,27,2,100,0,999,73,5,0,94000,23
2024,42,6,6053,3,2952.96,71,1,651,0,999,73,0,0,68400,23
2024,21,17,0,2,4683.17,72,2,200,0,999,73,0,0,76482,23
2024,33,40,0,3,2177.03,27,1,300,4020,40,73,5,20000,99000,23
2024,21,26,0,3,3054.66,54,2,300,1760,40,123,5,200000,452842,23
2024,31,37,0,3,2100.4,56,1,100,0,999,73,0,0,51,10
2024,41,56,0,1,321.82,7,1,100,0,999,1,0,99999999,62601,23
2024,33,22,0,3,1009.08,66,2,200,3255,40,91,0,47000,107000,23
2024,12,42,42003,3,2872.44,22,2,200,230,12,73,4,40000,511004,23
2024,31,37,37191,4,4383.97,74,1,100,0,999,73,0,0,5968,10
2024,11,33,33011,3,1923.88,63,1,100,4760,999,73,0,75000,135671,23
2024,22,31,0,1,566.46,8,1,100,0,999,1,0,99999999,98000,23
2024,41,35,35001,2,804.1,39,2,100,3603,35,81,5,15000,17700,21
2024,33,5,0,2,881.57,15,2,100,0,999,40,0,0,172821,23
2024,42,6,6031,4,3274.18,5,2,801,0,999,1,0,99999999,176796,23
2024,22,38,0,1,648.37,23,1,100,2545,40,73,5,30000,30010,23
2024,21,18,18141,3,2811.18,12,2,100,0,999,1,0,99999999,69278,23
2024,31,54,0,1,699.49,64,1,100,0,999,73,0,0,0,10
2024,42,6,0,2,1836.81,71,2,100,0,999,91,0,0,21130,21
2024,41,30,0,1,551.29,18,2,100,3602,35,81,5,17000,57302,22
2024,33,48,0,2,2355.45,54,2,100,4760,20,30,5,10000,10000,10
2024,41,8,0,2,2155.47,45,1,100,6260,40,30,5,50000,275105,23
2024,42,6,6073,2,3112.85,27,2,651,440,45,125,5,0,66000,23
2024,33,48,0,2,1957.34,52,2,100,4700,55,73,5,80000,90002,23
2024,32,47,0,2,3562.86,73,2,100,0,999,81,0,0,8795,10
2024,12,36,36119,3,2233.84,64,2,100,0,999,71,0,0,0,10
2024,22,19,0,3,3016.32,23,1,100,0,999,111,3,0,166987,23
2024,42,6,6081,3,3171.25,80,2,100,0,999,123,0,0,60027,23
2024,12,42,42089,4,2261.9,21,1,200,9840,999,73,5,0,39000,10
2024,31,45,45083,4,2731.21,67,1,100,3050,12,111,0,30000,123793,23
2024,31,11,11001,2,631.26,25,2,200,2825,40,111,5,89000,90502,23
2024,12,36,36081,2,2491.88,54,2,100,4220,40,71,5,0,38000,23
2024,42,2,0,1,345.0,13,2,808,0,999,1,0,99999999,202300,23
2024,21,55,0,3,1859.55,6,2,100,0,999,1,0,99999999,354480,23
2024,41,4,0,0,6515.42,52,2,802,8300,30,73,5,340,65340,23
2024,33,22,22051,2,1557.78,17,1,100,0,999,60,1,0,180436,23
2024,32,21,21067,2,2629.89,22,1,802,0,999,73,5,30000,200510,23
2024,31,24,0,3,3130.38,12,1,200,0,999,1,0,99999999,219177,23
2024,42,41,0,1,1620.89,9,2,100,0,999,1,0,99999999,211800,23
2024,42,15,15003,3,555.96,63,1,651,0,999,91,0,0,82767,23
2024,42,15,15003,2,952.99,26,1,809,1840,25,111,5,30000,892648,23
2024,42,6,6001,2,3062.17,22,2,100,0,999,71,5,0,100002,23
2024,31,51,0,2,2170.03,15,1,100,4435,999,40,0,35000,205329,23
2024,31,10,10005,4,432.34,2,2,100,0,999,1,0,99999999,112654,23
2024,21,18,0,4,2367.12,37,2,100,5250,37,92,5,23175,23180,21
2024,42,6,0,2,1914.59,46,1,100,9130,40,73,5,38545,42882,22
2024,42,6,6111,3,1992.11,80,1,100,6355,30,91,0,0,84008,23
2024,21,26,0,1,3560.23,77,2,100,0,999,123,0,0,193202,23
2024,41,35,35001,3,595.39,31,1,100,3870,40,111,5,50000,136040,23
2024,31,45,45083,4,1483.72,40,2,100,9142,40,81,5,30000,30000,22
2024,33,48,0,2,2574.23,47,1,100,650,40,111,5,130000,155310,23
2024,11,50,0,4,424.58,72,1,100,2100,25,124,0,36000,91142,23
2024,31,12,12071,3,1934.43,39,1,100,705,50,111,5,100000,106007,23
2024,42,6,0,3,2224.6,29,2,100,5110,28,73,5,8500,78300,23
2024,33,40,0,3,1330.84,42,2,100,2545,40,73,5,25000,324219,23
2024,12,42,42101,2,3852.96,3,2,802,0,999,1,0,99999999,59200,23
2024,42,6,6037,3,1888.99,41,2,100,520,40,73,5,41000,41080,23
2024,42,6,6067,2,2712.99,59,1,651,0,999,81,0,0,32000,22
2024,21,18,0,2,2132.11,75,2,200,4220,40,81,0,54000,70255,23
2024,41,30,0,4,281.99,54,1,802,7260,36,92,5,28000,28125,23
2024,31,13,0,1,4299.92,65,2,100,0,999,73,0,0,18779,22
2024,11,33,0,1,781.98,85,2,100,0,999,81,0,0,81213,23
2024,11,9,0,3,2492.06,74,2,100,3602,9,73,0,25000,131589,23
2024,22,19,0,4,1433.38,14,2,100,0,999,1,0,99999999,9999999999,0
2024,21,39,39095,3,2518.29,36,2,651,3255,35,111,5,20000,204978,23
2024,32,1,1097,2,1196.77,40,2,100,2145,40,73,5,55000,126631,23
2024,31,51,51177,3,3581.26,70,2,100,4700,20,81,0,0,51366,23
2024,31,12,12105,3,4505.5,2,1,200,0,999,1,0,99999999,221080,23
2024,41,56,0,1,193.04,8,1,100,0,999,1,0,99999999,90029,23
2024,22,19,0,1,1376.47,25,1,100,0,999,73,5,0,68021,23
2024,21,26,0,3,3396.7,30,1,300,8100,999,60,5,10000,21159,10
2024,33,22,0,3,1148.23,60,2,100,4230,40,20,0,6000,6000,10
2024,22,29,0,1,4049.25,20,2,100,0,999,60,5,25920,25920,23
2024,21,17,0,2,5635.6,51,2,100,3321,40,111,5,86246,283767,23
2024,11,9,9001,3,2748.02,80,1,100,9130,10,73,0,45000,55120,23
2024,21,55,0,2,2355.94,50,1,100,2016,40,124,5,138000,411702,23
2024,12,36,36061,2,3061.01,40,1,100,220,45,81,5,80000,215034,23
2024,33,5,0,2,751.46,71,2,200,0,999,73,0,0,22565,23
2024,21,17,0,4,1995.89,41,2,100,3603,40,81,5,32000,106476,23
2024,31,45,45083,4,1262.22,15,2,100,4720,15,40,0,25000,131026,23
2024,42,53,0,3,3652.03,65,1,100,7210,40,73,0,40000,116898,23
2024,22,27,27139,3,1973.76,40,1,100,440,55,123,5,850000,1004250,23
2024,33,48,48181,4,2697.96,10,1,100,0,999,1,0,99999999,40421,23
2024,32,1,0,2,2424.58,19,2,200,3310,40,111,5,35000,191260,23
2024,21,26,26125,3,2655.08,42,2,100,3255,40,123,5,170000,219832,23
2024,42,6,0,2,1812.44,51,2,100,4760,20,30,5,0,93000,23
2024,42,6,6037,3,2285.18,12,2,100,0,999,1,0,99999999,40000,22
2024,22,46,0,4,713.72,57,2,100,5000,40,111,0,50000,255222,23
2024,32,21,21111,2,2507.78,39,1,200,8810,999,81,5,60000,60001,23
2024,21,39,39085,3,3425.24,65,1,100,0,999,60,0,0,80769,23
2024,31,45,0,3,1996.32,20,2,801,0,999,50,5,0,0,10
2024,12,36,36119,3,1980.12,55,1,651,220,40,111,0,80000,164973,23
2024,11,9,9005,1,1509.44,64,2,100,3602,40,73,0,35001,75002,23
2024,31,37,0,2,4553.01,1,1,100,0,999,1,0,99999999,238360,23
2024,42,6,0,2,2275.86,44,2,100,3230,40,123,5,80000,234154,23
2024,12,42,42089,4,2021.13,67,2,200,0,999,60,0,0,27180,22
2024,41,35,35013,4,585.96,80,1,100,0,999,123,0,0,177166,23
2024,33,22,0,2,994.72,4,1,100,0,999,1,0,99999999,120804,23
2024,21,26,26099,3,3756.63,63,2,100,0,999,111,0,0,24,10
2024,12,36,36061,2,4842.69,38,2,100,3255,40,111,5,55000,67188,23
2024,33,5,0,1,853.02,15,2,100,0,999,73,0,4000,110176,23
2024,41,16,0,1,673.87,37,2,100,7200,40,81,5,0,6958,10
2024,31,12,0,1,3063.8,60,2,100,9130,997,73,0,41760,113245,23
2024,42,6,6073,2,2510.51,3,1,100,0,999,1,0,99999999,192300,23
2024,42,53,0,2,2141.75,61,2,100,3602,20,125,0,0,131351,23
2024,41,30,0,1,559.65,85,2,100,0,999,73,0,0,50518,23
2024,33,48,0,3,2940.06,38,1,100,1021,40,111,5,96000,168001,23
2024,33,48,48309,2,3138.18,45,1,100,705,40,81,5,55000,87922,23
2024,32,1,1003,4,1470.77,27,2,100,3255,40,91,5,50000,108000,23
2024,22,31,0,4,984.16,17,1,200,4720,997,50,1,0,107002,23
2024,42,6,6001,2,1737.23,75,1,100,0,999,81,0,0,0,10
2024,31,37,0,2,2663.98,23,2,100,8740,40,73,5,37440,37440,23
2024,31,54,0,1,225.48,85,1,100,0,999,73,0,0,14004,10
2024,33,48,0,3,4675.77,43,2,100,5000,40,92,5,49000,190400,23
2024,22,27,0,3,4391.59,78,2,100,0,999,111,0,0,70957,23
2024,31,45,0,3,1625.61,16,2,100,0,999,40,1,1000,158700,23
2024,22,31,0,3,1038.0,9,1,200,0,999,1,0,99999999,36000,21
2024,42,6,6097,2,1948.94,45,2,100,4120,40,73,5,49000,105050,23
2024,31,51,0,3,10783.61,57,1,100,4220,40,71,0,40000,40000,23
2024,21,17,0,2,5964.91,21,1,100,2905,20,81,3,30000,65000,23
2024,33,5,0,3,1331.22,53,1,200,5240,44,111,5,28000,28000,22
2024,31,12,12099,3,4484.6,30,1,100,3401,40,111,5,45000,170000,23
2024,41,32,32003,3,970.86,66,1,200,3090,40,124,0,200000,260000,23
2024,31,11,11001,2,163.45,32,1,100,2100,70,124,5,230000,386258,23
2024,31,51,0,3,2298.75,62,2,651,3602,32,73,0,25000,51675,23
2024,31,37,37119,2,2770.59,63,1,200,9142,24,73,0,60000,72750,23
2024,42,6,6073,2,1768.57,72,2,100,0,999,92,0,0,99483,23
2024,42,53,0,3,3260.45,72,1,651,0,999,125,0,0,202409,23
2024,41,30,0,1,601.02,51,1,100,40,40,81,5,80000,82510,23
2024,11,25,25005,3,1502.75,50,2,100,420,40,123,5,89000,135870,23
2024,41,35,35001,2,802.67,34,1,100,1007,40,91,5,55000,60100,23
2024,41,4,4013,2,1925.75,65,2,100,0,999,73,0,0,36467,23
2024,31,51,0,3,2486.32,10,1,100,0,999,1,0,99999999,93800,23
2024,31,10,10005,4,495.39,59,2,200,3603,32,50,0,42500,45800,23
2024,32,28,0,1,2360.11,26,1,200,9645,997,111,5,45000,231979,23
2024,11,23,0,1,1631.96,68,2,100,5940,997,81,0,55000,130312,23
2024,42,6,6059,2,2958.96,58,1,651,1021,40,123,0,120000,442536,23
2024,11,50,0,1,225.26,7,2,100,0,999,1,0,99999999,57562,23
2024,31,37,0,1,1853.13,10,2,100,0,999,1,0,99999999,160000,23
2024,32,21,0,1,3527.55,14,2,100,0,999,1,0,99999999,26220,21
2024,41,8,0,1,3728.81,66,1,100,6050,40,60,0,66000,104283,23
2024,41,56,0,4,244.6,34,1,100,4760,40,81,5,21520,118172,23
2024,42,15,15003,2,531.71,14,1,813,0,999,1,0,99999999,223649,23
2024,31,13,0,2,2541.74,20,2,100,5120,40,73,5,34000,112649,23
2024,31,13,13077,3,2652.97,45,1,100,1530,45,111,5,122057,162358,23
2024,11,50,0,4,430.39,66,2,100,0,999,73,0,0,17917,21
2024,21,17,0,2,2242.96,29,1,100,2634,40,111,5,52000,52037,23
2024,12,36,0,3,4205.88,67,2,100,0,999,30,0,0,106057,23
2024,22,29,0,1,2001.1,23,1,100,800,60,111,5,60000,225000,23
2024,21,39,0,1,3890.16,18,1,200,4020,30,60,5,0,0,10
2024,11,33,33011,3,823.41,64,1,100,2640,40,91,0,120000,166590,23
2024,22,19,19103,4,1868.81,21,2,100,0,999,73,5,0,0,10
2024,41,16,0,3,499.57,50,2,100,3423,36,92,5,47000,81000,23
2024,22,20,20091,3,1139.11,56,2,100,0,999,111,0,0,64900,23
2024,41,4,4019,3,3782.46,66,2,100,0,999,81,0,0,83621,23
2024,12,42,42011,4,4081.05,73,1,100,0,999,111,0,0,165774,23
2024,12,36,36005,2,2195.0,29,2,651,3655,40,92,5,75000,100403,23
2024,22,27,0,1,1797.22,36,1,100,1310,50,111,5,90000,90029,23
2024,42,2,0,2,336.38,37,1,100,9005,40,73,5,65000,65120,23
2024,31,37,0,2,2630.79,56,2,100,4920,997,111,0,0,458909,23
2024,42,6,6037,2,2395.82,85,2,200,0,999,71,0,0,52272,23
2024,12,34,0,3,2516.82,35,2,100,845,40,111,5,130000,283895,23
2024,33,22,0,2,703.31,65,2,200,0,999,73,0,5000,71000,23
2024,22,31,31055,2,556.27,13,1,100,0,999,1,0,99999999,12100,10
2024,31,37,0,3,2225.92,19,2,100,0,999,73,3,0,91401,23
2024,41,32,0,3,2279.72,21,2,100,4055,16,92,3,12000,113136,23
2024,41,16,0,1,529.29,70,1,100,0,999,10,0,0,12780,10
2024,32,1,0,1,2119.41,62,2,100,3255,24,91,0,50000,488605,23
2024,41,49,0,3,1111.07,44,2,100,3630,15,111,5,52000,78010,23
2024,42,6,6037,2,2576.1,20,1,100,0,999,81,3,0,60000,23
2024,11,25,25023,3,3731.72,22,1,100,9620,6,73,3,8500,139765,23
2024,42,6,6077,3,3307.71,10,2,300,0,999,1,0,99999999,171150,23
2024,42,15,15003,3,308.58,15,1,651,0,999,40,0,0,210222,23
2024,21,26,26163,2,2231.83,68,2,200,0,999,73,0,0,57064,23
2024,31,13,0,1,2394.63,58,2,200,3545,40,81,0,30000,60000,23
2024,31,54,0,4,625.64,44,2,100,2300,40,111,5,60000,137102,23
2024,31,12,12101,3,2728.0,28,2,100,0,999,73,5,0,10800,10
2024,41,49,49053,4,1684.7,66,2,100,0,999,111,0,0,174449,23
2024,31,24,0,4,3007.71,17,2,100,0,999,60,1,0,219800,23
2024,42,53,0,3,3824.71,52,1,100,0,999,40,5,0,1801,10
2024,32,1,0,1,1838.99,75,1,100,0,999,73,0,9500,50301,23
2024,31,12,12086,3,2346.59,80,2,100,0,999,123,0,0,83180,23
2024,31,13,0,3,4270.74,71,1,100,0,999,92,0,0,60800,23
2024,22,31,0,1,871.23,51,1,100,1555,48,73,5,95114,385370,23
2024,12,34,34007,4,2724.3,10,1,100,0,999,1,0,99999999,238496,23
2024,31,11,11001,2,223.44,78,2,200,0,999,73,0,0,23579,23
2024,42,6,0,2,2275.4,42,2,100,0,999,73,5,0,95000,23
2024,31,12,12086,3,3317.46,60,1,100,7315,55,111,0,0,111120,23
2024,12,42,0,4,1954.56,35,2,100,5360,997,81,5,20000,80004,23
2024,33,22,0,1,1466.43,61,2,100,0,999,123,0,0,0,10
2024,32,1,0,3,1172.45,45,1,651,4020,40,30,5,1099999,1174999,23
2024,11,50,0,4,585.4,28,1,100,120,35,123,5,86000,194925,23
2024,22,20,20173,2,1754.61,42,1,100,4965,25,91,5,0,0,10
2024,42,15,0,4,1099.99,39,1,652,3930,997,73,5,46000,100180,23
2024,32,1,0,1,1328.5,85,1,200,0,999,73,0,0,26628,22
2024,21,18,0,4,3401.75,68,2,100,0,999,73,0,0,53685,23
2024,31,13,0,3,5099.83,25,1,200,1108,40,111,5,200000,278810,23
2024,33,5,0,2,1177.22,28,1,100,4700,42,91,5,33500,33500,22
2024,12,42,42017,3,3533.15,9,1,100,0,999,1,0,99999999,171565,23
2024,42,6,6073,3,1858.61,66,1,100,6200,40,73,0,200000,215632,23
2024,12,36,0,3,3004.06,50,1,100,230,47,123,5,95000,360217,23
2024,31,54,0,4,1378.17,56,1,100,3930,40,111,0,37000,61814,23
2024,12,34,34019,3,5062.49,62,1,100,1305,40,123,0,175000,289303,23
2024,31,12,12086,3,2508.57,17,2,100,0,999,71,1,0,140403,23
2024,31,37,0,1,1810.06,38,1,100,3802,42,81,5,50000,80719,23
2024,31,37,37179,3,2281.09,14,2,100,0,999,1,0,99999999,216245,23
2024,11,25,25009,3,1773.95,19,2,100,4055,999,81,3,6700,86358,23
2024,21,39,0,1,2316.61,18,2,100,4055,12,71,1,0,587127,23
2024,21,18,0,3,1720.08,38,1,100,530,44,111,5,100000,204000,23
2024,32,28,0,1,1535.73,60,2,100,0,999,81,0,0,197312,23
2024,31,51,0,3,3132.1,73,2,651,0,999,73,0,0,525044,23
2024,21,26,26121,4,4281.44,57,2,100,1220,50,81,0,110000,312597,23
2024,41,4,4025,4,4016.46,22,2,100,1720,40,111,5,66000,66000,23
2024,42,15,15003,3,834.82,65,2,100,3255,40,111,0,150000,174122,23
2024,42,6,0,1,3974.18,65,1,100,0,999,123,0,0,30000,23
2024,41,4,4013,2,2124.12,51,2,100,0,999,2,5,0,77320,23
2024,12,36,36081,2,4317.2,65,1,100,440,40,92,0,100000,121531,23
2024,21,18,0,4,5008.78,29,1,100,1021,40,111,5,85000,85805,23
2024,31,10,10003,4,383.92,80,2,200,0,999,73,0,0,19691,22
2024,33,40,0,3,3762.86,20,1,100,4055,40,73,5,12000,12000,10
2024,41,8,8059,3,2443.34,20,1,100,0,999,81,3,0,252216,23
2024,11,9,0,3,1551.84,40,1,100,530,70,30,5,48000,48000,23
2024,41,8,8123,4,1972.7,11,1,100,0,999,1,0,99999999,98657,23
2024,11,33,33011,3,1023.27,57,2,100,0,999,125,0,0,68206,23
2024,12,42,42011,4,4055.89,23,2,100,3300,40,111,5,60000,60130,23
2024,42,6,6037,3,3329.04,80,2,100,3255,24,111,0,125000,225389,23
2024,32,21,21111,2,3938.47,85,1,100,0,999,123,0,0,221069,23
2024,11,50,0,1,391.67,53,2,100,0,999,81,5,20000,89600,23
2024,31,10,10003,4,779.72,32,2,100,725,40,123,5,41000,41005,23
2024,41,8,8059,2,2781.44,1,1,100,0,999,1,0,99999999,99200,23
2024,41,16,0,1,1026.72,24,1,100,6220,40,73,5,33280,33280,23
2024,31,12,12095,3,2669.31,66,1,651,0,999,30,0,0,57945,23
2024,41,49,0,3,1142.67,53,1,100,440,40,123,5,135000,235577,23
2024,11,44,0,3,817.05,65,1,300,0,999,73,0,0,26375,22
2024,21,17,0,3,3932.07,80,2,100,10,15,73,0,120000,168504,23
2024,12,42,42091,3,6341.79,30,2,100,1220,40,111,5,113000,221045,23
2024,32,1,0,3,1494.17,77,1,200,4010,40,73,0,13500,13510,10
2024,42,6,0,3,1585.54,6,2,100,0,999,1,0,99999999,63050,23
2024,31,45,0,1,2487.29,54,2,100,3245,32,111,5,60000,173864,23
2024,31,13,0,1,1745.54,65,2,200,3603,20,81,0,18000,18000,21
2024,22,31,0,3,845.66,52,2,100,2320,40,111,5,65000,220000,23
2024,21,39,0,1,1493.39,9,2,100,0,999,1,0,99999999,16551,10
2024,21,39,39089,3,1805.08,7,1,100,0,999,1,0,99999999,96000,23
2024,42,2,0,2,603.95,29,1,100,3402,48,111,3,130000,130600,23
2024,32,47,0,3,1397.83,40,1,100,4700,40,111,5,100000,175000,23
2024,33,22,0,1,1498.64,36,1,200,2320,40,91,5,5000,70020,23
2024,31,13,0,3,4135.83,80,2,100,0,999,2,0,0,1167,10
2024,33,40,0,2,2224.37,6,2,805,0,999,1,0,99999999,82001,23
2024,22,29,0,1,2511.32,27,2,100,3645,40,92,5,30002,65002,23
2024,41,49,0,3,2187.1,55,2,100,5240,18,111,0,47500,227518,23
2024,22,38,0,4,398.89,9,2,300,0,999,1,0,99999999,35000,22
2024,11,9,9001,3,1555.88,55,2,100,230,35,123,0,121500,563259,23
2024,12,34,34013,3,4165.03,38,1,100,4840,40,73,5,70000,125093,23
2024,21,17,0,3,1848.58,13,2,100,0,999,1,0,99999999,34000,10
2024,42,15,15003,3,516.71,54,2,651,1108,50,123,5,60000,110615,23
2024,42,6,6037,3,1933.52,10,2,100,0,999,1,0,99999999,67000,23
2024,33,48,0,3,4267.46,46,2,100,5400,36,81,5,86000,161511,23
2024,12,42,0,3,2122.83,18,2,100,0,999,50,1,0,123000,23
2024,31,37,37119,2,5101.4,1,2,200,0,999,1,0,99999999,162300,23
2024,31,12,12111,2,5532.46,60,2,100,2310,999,111,0,0,0,10
2024,21,26,26093,3,2951.78,17,2,100,6050,60,30,5,0,89228,22
2024,42,6,6073,2,2284.13,2,2,100,0,999,1,0,99999999,301112,23
2024,41,16,0,4,913.08,52,2,100,800,45,123,5,113000,130152,23
2024,22,31,0,4,995.56,7,2,100,0,999,1,0,99999999,125226,23
2024,21,17,0,4,4419.78,22,2,100,4055,10,111,3,15000,129003,23
2024,41,16,0,3,451.94,14,2,100,0,999,1,0,99999999,126500,23
2024,32,47,47093,2,2652.07,8,2,100,0,999,1,0,99999999,73166,23
2024,41,30,30111,4,830.33,30,1,802,8650,48,73,5,116000,126500,23
2024,33,22,22033,3,2476.73,2,2,200,0,999,1,0,99999999,241063,23
2024,12,36,0,3,4642.47,55,1,100,9130,40,81,0,65000,147462,23
2024,21,26,0,3,4168.02,70,2,100,0,999,73,0,0,15722,21
2024,22,46,0,1,567.65,33,1,100,6330,40,73,5,43523,113987,23
2024,22,38,0,4,520.84,80,1,100,0,999,73,0,0,16800,21
2024,31,13,0,2,5311.15,5,1,100,0,999,1,0,99999999,210860,23
2024,21,39,0,3,2258.0,15,2,100,0,999,50,0,0,258081,23
2024,22,27,0,4,2219.97,54,2,100,3603,40,91,5,49029,64684,23
2024,31,54,0,4,440.25,14,1,100,0,999,1,0,99999999,128643,23
2024,31,45,0,3,3049.73,49,2,100,0,999,81,4,0,109103,23
2024,41,16,0,3,529.0,67,2,100,0,999,81,0,0,28379,22
2024,42,41,41029,4,2059.0,74,2,100,0,999,111,0,0,84610,23
2024,31,10,10003,4,644.05,48,2,200,8225,40,73,5,40000,221174,23
2024,42,6,6059,2,3740.66,68,1,100,0,999,123,0,0,109979,23
2024,42,6,6029,2,2437.95,28,1,100,1108,40,92,5,75000,75220,23
2024,21,17,0,2,2623.99,28,2,100,630,40,60,5,30000,73100,23
2024,31,24,24031,2,3049.55,80,1,100,0,999,111,0,0,65000,23
2024,31,51,0,4,4698.87,21,1,200,4000,40,91,5,35000,157606,23
2024,32,47,0,1,4068.86,62,2,100,5860,40,73,0,50000,101538,23
2024,31,12,12086,3,2084.43,51,2,100,630,40,111,5,70000,120000,23
2024,12,36,36005,2,5046.87,18,1,300,0,999,71,1,0,107016,23
2024,11,33,33015,3,728.86,50,1,100,2310,40,123,5,75000,91087,23
2024,41,30,0,1,500.0,3,2,100,0,999,1,0,99999999,120075,23
2024,41,35,0,3,720.55,66,1,100,0,999,111,0,0,544699,23
2024,33,5,0,2,863.46,5,1,100,0,999,1,0,99999999,33500,22
2024,42,41,0,3,3174.02,66,2,100,0,999,81,0,0,12000,10
2024,33,22,0,2,1267.0,63,1,200,4140,999,73,0,0,0,10
2024,42,15,0,1,418.74,4,2,651,0,999,1,0,99999999,18000,10
2024,22,38,0,1,479.84,55,2,100,3602,40,111,0,45000,45000,23
2024,22,20,20091,3,1909.62,64,2,100,3424,36,81,0,39000,39305,23
2024,11,33,33015,3,1161.92,58,1,200,0,999,73,0,0,75360,23
2024,31,54,0,1,821.58,68,1,100,440,16,73,0,0,30064,23
2024,33,22,0,4,877.8,12,1,100,0,999,1,0,99999999,105625,23
2024,42,6,6087,3,2133.64,33,1,100,20,40,91,5,62400,151675,23
2024,42,53,0,3,3246.32,16,1,803,0,999,40,1,0,132268,23
2024,12,34,34003,3,4346.76,57,1,100,3245,40,123,0,85000,90100,23
